VIN_NO,ContractStartDate,MaturityDate,TerminationDate,SaleDate,TerminationType,PurchasedBy,PurchasingRegion,ModelYear,TrimName,ModelName,SalesChannel,CarAccident,InspectedDamage_NotRepaired,RepairCost,Odometer,PurchasePrice,MSRP,Realized_Value
9281,2015-12-31,2019-12-31,2019-12-31,2019-12-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_C,A,Moderate,2500,100,33000,19000,40000,0.475
9282,2017-02-28,2020-02-29,2020-01-31,2020-01-31,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_2,MODEL_C,A,Moderate,200,100,41000,22000,42000,0.523809524
9283,2016-10-31,2020-01-31,2020-01-31,2020-01-31,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_2,MODEL_C,A,No,400,100,36000,23000,44000,0.522727273
9186,2015-09-30,2017-09-30,2017-09-30,2017-09-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_C,A,No,2000,100,39000,22000,38000,0.578947368
9187,2015-05-31,2019-05-31,2019-07-31,2019-07-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_C,B,No,800,300,21000,19000,44000,0.431818182
9188,2015-07-31,2019-07-31,2019-08-31,2019-08-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_C,D,No,800,300,62000,15000,42000,0.357142857
9189,2015-08-31,2019-08-31,2019-08-31,2019-09-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_C,B,No,900,300,38000,16000,41000,0.390243902
9190,2015-07-31,2019-07-31,2019-07-31,2019-07-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_C,A,Moderate,200,100,47000,17000,43000,0.395348837
9191,2015-05-31,2019-05-31,2019-05-31,2019-06-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_C,B,No,200,300,37000,18000,41000,0.43902439
9192,2015-08-31,2019-08-31,2019-08-31,2019-08-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_C,A,Moderate,500,100,36000,16000,40000,0.4
9196,2014-01-31,2017-04-30,2016-12-31,2016-12-31,Terminated Prior to Maturity Date,Network Retailer,2,2000,TRIM_2,MODEL_C,A,No,1500,100,43000,21000,42000,0.5
9197,2014-03-31,2017-03-31,2017-02-28,2017-02-28,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_C,A,No,600,100,46000,20000,40000,0.5
9203,2016-11-30,2020-02-29,2020-02-29,2020-02-29,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_B,B,Moderate,500,300,29000,20000,66000,0.303030303
9204,2016-04-30,2020-04-30,2020-02-29,2020-02-29,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_B,A,Moderate,500,100,27000,22000,65000,0.338461538
9205,2016-08-31,2019-08-31,2019-08-31,2019-08-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_B,C,No,200,300,49000,25000,63000,0.396825397
9206,2016-08-31,2019-08-31,2019-07-31,2019-07-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_B,A,No,200,100,24000,30000,64000,0.46875
9208,2016-08-31,2020-08-31,2019-11-30,2019-11-30,Terminated Prior to Maturity Date,Network Retailer,2,2002,TRIM_1,MODEL_B,D,No,900,300,59000,20000,64000,0.3125
9210,2016-03-31,2020-03-31,2019-08-31,2019-08-31,Terminated Prior to Maturity Date,Network Retailer,2,2002,TRIM_1,MODEL_B,A,No,500,100,50000,25000,65000,0.384615385
9214,2013-11-30,2017-11-30,2017-11-30,2017-12-31,Terminated at End of Maturity,Network Retailer,1,2000,TRIM_2,MODEL_C,H,Moderate,2200,400,53000,18000,43000,0.418604651
9218,2014-01-31,2017-04-30,2017-04-30,2017-04-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_1,MODEL_B,A,Moderate,300,100,47000,28000,62000,0.451612903
9222,2015-08-31,2019-08-31,2019-08-31,2019-08-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_1,MODEL_B,A,No,300,100,31000,22000,57000,0.385964912
9225,2015-08-31,2019-08-31,2019-08-31,2019-09-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_1,MODEL_B,D,No,300,300,71000,18000,60000,0.3
9227,2015-08-31,2019-08-31,2019-09-30,2019-09-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_A,B,Moderate,500,300,42000,17000,43000,0.395348837
9228,2015-07-31,2019-07-31,2019-06-30,2019-06-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_A,B,No,100,300,26000,20000,43000,0.465116279
9229,2015-09-30,2019-09-30,2019-08-31,2019-08-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_A,A,Moderate,300,100,56000,17000,45000,0.377777778
9230,2015-09-30,2019-09-30,2019-09-30,2019-09-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,A,Major,100,100,22000,19000,50000,0.38
9231,2015-10-31,2019-10-31,2019-06-30,2019-06-30,Terminated Prior to Maturity Date,Network Retailer,2,2001,TRIM_7,MODEL_A,A,No,700,100,56000,20000,50000,0.4
9232,2015-07-31,2019-07-31,2019-07-31,2019-07-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,A,Major,500,100,75000,17000,49000,0.346938776
9233,2015-08-31,2019-08-31,2019-08-31,2019-08-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,B,Moderate,800,300,28000,21000,51000,0.411764706
9234,2015-06-30,2019-06-30,2019-06-30,2019-06-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_A,C,No,300,300,24000,19000,43000,0.441860465
9235,2015-10-31,2019-10-31,2019-09-30,2019-10-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_A,A,Moderate,200,100,45000,15000,40000,0.375
9236,2015-07-31,2019-07-31,2019-06-30,2019-06-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_A,A,No,300,100,32000,20000,44000,0.454545455
9237,2015-09-30,2019-09-30,2019-07-31,2019-07-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_A,A,Moderate,1100,100,53000,18000,44000,0.409090909
9239,2015-08-31,2019-08-31,2019-08-31,2019-08-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_A,A,Mild,2200,100,46000,18000,44000,0.409090909
9240,2015-07-31,2019-07-31,2019-07-31,2019-07-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_A,C,Moderate,800,300,45000,19000,44000,0.431818182
9241,2015-08-31,2019-08-31,2019-07-31,2019-07-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_A,D,No,200,300,45000,17000,41000,0.414634146
9242,2015-03-31,2019-03-31,2019-01-31,2019-01-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_A,A,No,1000,100,68000,16000,38000,0.421052632
9243,2015-06-30,2019-06-30,2019-06-30,2019-07-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_2,MODEL_A,C,Moderate,300,300,22000,19000,43000,0.441860465
9244,2015-10-31,2019-10-31,2019-10-31,2019-11-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,A,No,1100,100,30000,17000,51000,0.333333333
9245,2015-10-31,2019-10-31,2019-10-31,2019-11-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,B,Moderate,800,300,23000,16000,48000,0.333333333
9246,2015-07-31,2019-07-31,2019-07-31,2019-07-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,B,Moderate,200,300,36000,22000,49000,0.448979592
9248,2015-10-31,2019-10-31,2019-10-31,2019-10-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,C,Major,900,300,39000,15000,48000,0.3125
9249,2015-08-31,2019-08-31,2019-08-31,2019-08-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,A,Moderate,100,100,25000,21000,50000,0.42
9250,2015-09-30,2019-09-30,2019-09-30,2019-10-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,C,Moderate,2100,300,55000,16000,49000,0.326530612
9251,2015-07-31,2019-07-31,2019-07-31,2019-08-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,A,Moderate,200,100,33000,21000,51000,0.411764706
9252,2015-09-30,2019-09-30,2019-10-31,2019-10-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,D,No,900,300,60000,17000,54000,0.314814815
9253,2015-07-31,2019-07-31,2019-07-31,2019-07-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,A,No,300,100,25000,22000,49000,0.448979592
9256,2015-07-31,2019-07-31,2019-07-31,2019-07-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_3,MODEL_A,D,Moderate,1600,300,53000,22000,52000,0.423076923
9257,2015-10-31,2019-10-31,2019-07-31,2019-07-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_6,MODEL_A,A,Major,1200,100,84000,16000,52000,0.307692308
9258,2015-11-30,2019-11-30,2019-10-31,2019-12-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_3,MODEL_A,C,Moderate,800,300,50000,17000,46000,0.369565217
9259,2015-07-31,2019-07-31,2019-07-31,2019-08-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_3,MODEL_A,A,Moderate,300,100,33000,22000,49000,0.448979592
9260,2015-02-28,2018-02-28,2018-02-28,2018-02-28,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,B,No,200,300,35000,26000,47000,0.553191489
9261,2015-08-31,2019-08-31,2019-08-31,2019-09-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,A,Moderate,900,100,66000,17000,50000,0.34
9262,2015-08-31,2019-08-31,2019-07-31,2019-08-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,A,No,1500,100,51000,18000,50000,0.36
9263,2015-06-30,2019-06-30,2019-06-30,2019-06-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,A,Moderate,200,100,55000,20000,49000,0.408163265
9264,2015-06-30,2019-06-30,2019-06-30,2019-06-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,A,Moderate,900,100,70000,18000,50000,0.36
9265,2014-07-31,2017-07-31,2017-05-31,2017-05-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,No,400,100,24000,25000,49000,0.510204082
9266,2014-07-31,2017-07-31,2017-04-30,2017-04-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,No,2600,100,26000,23000,46000,0.5
9155,2014-05-31,2018-05-31,2018-04-30,2018-04-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_3,MODEL_A,C,Moderate,300,300,73000,20000,48000,0.416666667
9156,2014-08-31,2017-08-31,2017-07-31,2017-07-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_3,MODEL_A,E,No,2100,400,44000,28000,53000,0.528301887
9157,2014-03-31,2018-03-31,2017-11-30,2018-01-31,Terminated Prior to Maturity Date,Network Retailer,1,2000,TRIM_3,MODEL_A,H,Moderate,1800,400,65000,23000,53000,0.433962264
9158,2014-12-31,2017-12-31,2018-01-31,2018-01-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_3,MODEL_A,B,No,500,300,32000,24000,51000,0.470588235
9159,2013-12-31,2017-12-31,2017-11-30,2017-11-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,No,100,100,75000,20000,49000,0.408163265
9160,2014-02-28,2017-05-31,2017-01-31,2017-02-28,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,No,1100,100,29000,25000,47000,0.531914894
9161,2013-12-31,2017-12-31,2017-12-31,2018-01-31,Terminated at End of Maturity,Network Retailer,1,2000,TRIM_7,MODEL_A,H,No,800,400,36000,22000,52000,0.423076923
9162,2013-08-31,2016-11-30,2016-12-31,2016-12-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_6,MODEL_A,A,No,1400,100,51000,28000,56000,0.5
9163,2014-04-30,2017-04-30,2017-04-30,2017-04-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,No,100,100,18000,26000,50000,0.52
9164,2014-04-30,2017-04-30,2017-04-30,2017-04-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,B,No,900,300,49000,24000,47000,0.510638298
9165,2014-04-30,2017-04-30,2017-04-30,2017-04-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,Moderate,300,100,17000,26000,50000,0.52
9166,2014-04-30,2017-04-30,2016-12-31,2016-12-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,No,1200,100,33000,25000,46000,0.543478261
9168,2014-03-31,2017-03-31,2017-01-31,2017-02-28,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,No,200,100,44000,24000,46000,0.52173913
9169,2014-10-31,2017-10-31,2017-09-30,2017-09-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,No,600,100,42000,24000,47000,0.510638298
9171,2014-04-30,2017-04-30,2017-04-30,2017-04-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,Moderate,200,100,27000,25000,50000,0.5
9172,2014-02-28,2017-05-31,2017-02-28,2017-02-28,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,Moderate,1100,100,47000,24000,48000,0.5
9173,2014-06-30,2017-06-30,2017-02-28,2017-02-28,Terminated Prior to Maturity Date,Network Retailer,2,2000,TRIM_7,MODEL_A,A,Moderate,1000,100,56000,22000,46000,0.47826087
9174,2014-04-30,2017-04-30,2017-02-28,2017-02-28,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,No,1100,100,40000,24000,44000,0.545454545
9176,2014-10-31,2017-10-31,2017-10-31,2017-10-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_A,A,Moderate,600,100,55000,18000,40000,0.45
866,2014-10-31,2017-10-31,2017-10-31,2017-10-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_A,A,No,1800,100,53000,19000,42000,0.452380952
9179,2014-08-31,2018-08-31,2017-06-30,2017-06-30,Terminated Prior to Maturity Date,Network Retailer,2,2000,TRIM_2,MODEL_A,A,No,700,100,45000,19000,43000,0.441860465
9181,2014-02-28,2017-02-28,2017-02-28,2017-02-28,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_A,A,No,500,100,33000,21000,43000,0.488372093
9182,2014-02-28,2017-05-31,2017-04-30,2017-04-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_A,A,Mild,1100,100,26000,20000,43000,0.465116279
9183,2014-07-31,2017-07-31,2017-07-31,2017-07-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_A,C,Moderate,400,300,30000,21000,44000,0.477272727
9184,2013-10-31,2017-10-31,2017-04-30,2017-04-30,Terminated Prior to Maturity Date,Network Retailer,2,2000,TRIM_2,MODEL_A,A,Moderate,600,100,39000,18000,41000,0.43902439
9185,2014-03-31,2017-03-31,2017-03-31,2017-03-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_A,C,Moderate,1400,300,58000,18000,44000,0.409090909
9284,2016-11-30,2019-11-30,2019-12-31,2019-12-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_3,MODEL_A,D,Major,1400,300,54000,20000,57000,0.350877193
9285,2016-03-31,2020-03-31,2019-12-31,2019-12-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_3,MODEL_A,A,No,800,100,56000,18000,51000,0.352941176
9286,2017-01-31,2020-01-31,2019-10-31,2019-10-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,A,No,200,100,27000,21000,50000,0.42
9287,2016-08-31,2020-08-31,2020-01-31,2020-01-31,Terminated Prior to Maturity Date,Network Retailer,2,2002,TRIM_7,MODEL_A,A,No,300,100,75000,15000,51000,0.294117647
9288,2017-01-31,2020-01-31,2020-02-29,2020-02-29,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,A,No,500,100,27000,20000,53000,0.377358491
9289,2016-10-31,2019-10-31,2019-09-30,2019-09-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,A,Moderate,500,100,29000,22000,49000,0.448979592
9291,2017-01-31,2020-01-31,2019-12-31,2019-12-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_18,MODEL_A,A,Major,1500,100,47000,23000,60000,0.383333333
9292,2016-11-30,2019-11-30,2019-11-30,2019-11-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_10,MODEL_A,A,Mild,200,100,37000,26000,57000,0.456140351
9293,2016-01-31,2020-01-31,2019-12-31,2019-12-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_6,MODEL_A,B,No,1000,300,57000,19000,51000,0.37254902
9294,2016-03-31,2020-03-31,2020-01-31,2020-01-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_6,MODEL_A,A,Moderate,2400,100,42000,19000,54000,0.351851852
9295,2016-02-29,2020-02-29,2020-02-29,2020-03-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,A,Moderate,300,300,48000,15000,45000,0.333333333
9296,2015-11-30,2019-11-30,2019-08-31,2019-08-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_14,MODEL_A,C,Major,300,300,36000,28000,62000,0.451612903
9297,2016-01-31,2020-01-31,2019-12-31,2019-12-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_14,MODEL_A,D,No,200,300,24000,27000,64000,0.421875
9298,2016-05-31,2019-05-31,2019-06-30,2019-06-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_14,MODEL_A,A,Moderate,300,100,30000,29000,61000,0.475409836
9299,2016-09-30,2019-09-30,2019-09-30,2019-10-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_14,MODEL_A,A,No,400,100,34000,29000,59000,0.491525424
9300,2016-11-30,2019-11-30,2019-10-31,2019-11-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_6,MODEL_A,A,Moderate,800,100,26000,23000,54000,0.425925926
9301,2016-11-30,2019-11-30,2019-09-30,2019-10-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_6,MODEL_A,B,Moderate,500,300,18000,22000,50000,0.44
9303,2017-01-31,2020-01-31,2020-01-31,2020-02-29,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_6,MODEL_A,A,Moderate,600,100,38000,20000,54000,0.37037037
9304,2017-01-31,2019-01-31,2019-01-31,2019-01-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,C,No,400,300,29000,23000,44000,0.522727273
9306,2016-07-31,2019-07-31,2019-07-31,2019-08-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,D,No,600,300,27000,26000,55000,0.472727273
9307,2016-11-30,2019-11-30,2019-08-31,2019-08-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,C,Moderate,2400,300,46000,22000,52000,0.423076923
9308,2016-10-31,2019-10-31,2019-11-30,2019-11-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,A,Moderate,1100,100,48000,18000,50000,0.36
9309,2016-11-30,2019-11-30,2019-01-31,2019-02-28,Terminated Prior to Maturity Date,Network Retailer,2,2002,TRIM_7,MODEL_A,D,No,600,300,31000,27000,52000,0.519230769
9310,2016-12-31,2019-12-31,2019-11-30,2019-12-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,A,No,1100,100,39000,18000,50000,0.36
9311,2016-11-30,2019-11-30,2019-11-30,2019-11-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,B,No,200,300,51000,18000,50000,0.36
9312,2016-08-31,2020-08-31,2020-02-29,2020-02-29,Terminated Prior to Maturity Date,Network Retailer,2,2002,TRIM_7,MODEL_A,C,No,500,300,34000,18000,52000,0.346153846
9313,2015-11-30,2019-11-30,2019-11-30,2019-11-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,A,No,500,100,37000,19000,51000,0.37254902
9315,2016-12-31,2019-12-31,2019-11-30,2019-11-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,C,Major,300,300,23000,21000,56000,0.375
9316,2016-07-31,2019-07-31,2019-07-31,2019-07-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,A,Moderate,300,100,33000,26000,55000,0.472727273
9317,2016-09-30,2019-09-30,2019-11-30,2019-11-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,F,Mild,3200,300,11000,18000,44000,0.409090909
9318,2016-11-30,2020-11-30,2019-11-30,2019-12-31,Terminated Prior to Maturity Date,Network Retailer,2,2002,TRIM_7,MODEL_A,D,Moderate,100,300,19000,20000,53000,0.377358491
9319,2016-10-31,2019-10-31,2019-08-31,2019-08-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,A,Moderate,1600,100,31000,24000,51000,0.470588235
9320,2015-11-30,2019-11-30,2019-11-30,2019-11-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,A,Major,300,100,41000,17000,51000,0.333333333
9321,2015-12-31,2019-12-31,2019-09-30,2019-09-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,B,No,1100,300,34000,22000,49000,0.448979592
9322,2015-10-31,2019-10-31,2019-10-31,2019-10-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,A,Moderate,2100,100,21000,22000,51000,0.431372549
9323,2015-12-31,2019-12-31,2019-11-30,2019-11-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,A,Moderate,300,100,26000,20000,49000,0.408163265
9324,2015-09-30,2019-09-30,2019-09-30,2019-09-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,A,Moderate,1000,100,39000,19000,51000,0.37254902
9325,2016-10-31,2019-10-31,2019-10-31,2019-11-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,A,Moderate,300,100,17000,22000,54000,0.407407407
9326,2016-04-30,2020-04-30,2020-01-31,2020-01-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,A,No,800,100,33000,18000,49000,0.367346939
9329,2017-02-28,2020-02-29,2020-02-29,2020-02-29,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_12,MODEL_A,A,No,100,300,30000,20000,50000,0.4
9331,2017-05-31,2020-05-31,2020-01-31,2020-01-31,Terminated Prior to Maturity Date,Network Retailer,2,2003,TRIM_12,MODEL_A,A,No,300,100,28000,22000,49000,0.448979592
9332,2017-03-31,2020-03-31,2020-03-31,2020-03-31,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_12,MODEL_A,A,Moderate,1400,300,28000,21000,51000,0.411764706
9333,2017-09-30,2019-09-30,2019-09-30,2019-09-30,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_12,MODEL_A,A,No,400,100,19000,26000,53000,0.490566038
9334,2016-09-30,2019-09-30,2019-07-31,2019-07-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,F,Moderate,200,400,17000,23000,43000,0.534883721
9335,2016-09-30,2019-12-31,2019-12-31,2019-12-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,A,Mild,200,100,12000,16000,41000,0.390243902
9336,2016-09-30,2019-09-30,2019-09-30,2019-09-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,B,No,200,300,20000,21000,44000,0.477272727
9337,2016-09-30,2019-09-30,2019-08-31,2019-08-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,H,No,500,100,0,21000,44000,0.477272727
9338,2016-08-31,2019-08-31,2019-08-31,2019-09-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,C,Moderate,1000,300,35000,19000,43000,0.441860465
9339,2016-11-30,2019-11-30,2019-12-31,2019-12-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,B,No,600,300,22000,19000,46000,0.413043478
9340,2016-10-31,2019-10-31,2019-10-31,2019-10-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,A,Moderate,600,100,30000,19000,43000,0.441860465
9342,2016-01-31,2020-01-31,2020-02-29,2020-02-29,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,A,No,1200,100,37000,15000,41000,0.365853659
9729,2017-04-30,2020-04-30,2020-01-31,2020-02-29,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_2,MODEL_C,A,No,100,100,35000,23000,42000,0.547619048
9730,2017-02-28,2020-02-29,2020-02-29,2020-02-29,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_2,MODEL_C,A,No,100,300,26000,21000,41000,0.512195122
9731,2016-11-30,2020-02-29,2020-02-29,2020-02-29,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_2,MODEL_C,A,No,300,100,73000,19000,43000,0.441860465
9732,2017-05-31,2020-08-31,2020-01-31,2020-01-31,Terminated Prior to Maturity Date,Network Retailer,2,2003,TRIM_2,MODEL_C,A,No,800,100,62000,20000,41000,0.487804878
9733,2017-02-28,2020-02-29,2019-08-31,2019-09-30,Terminated Prior to Maturity Date,Network Retailer,2,2003,TRIM_2,MODEL_C,A,Moderate,1200,100,73000,22000,41000,0.536585366
9735,2016-12-31,2019-12-31,2019-12-31,2019-12-31,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_2,MODEL_C,A,No,100,100,32000,25000,44000,0.568181818
9737,2016-01-31,2020-01-31,2020-01-31,2020-01-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_C,A,Moderate,1800,100,32000,17000,37000,0.459459459
9738,2016-03-31,2020-03-31,2020-01-31,2020-01-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_C,A,Moderate,2500,100,81000,15000,37000,0.405405405
9739,2016-06-30,2019-06-30,2019-06-30,2019-07-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_C,A,No,1500,100,67000,22000,45000,0.488888889
9743,2015-12-31,2019-12-31,2019-12-31,2019-12-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_C,A,No,900,100,52000,18000,39000,0.461538462
9746,2016-02-29,2020-02-29,2020-02-29,2020-02-29,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_C,A,No,3100,100,56000,18000,40000,0.45
9747,2016-06-30,2020-06-30,2019-10-31,2019-10-31,Terminated Prior to Maturity Date,Network Retailer,2,2002,TRIM_1,MODEL_C,A,No,700,100,74000,18000,39000,0.461538462
9748,2016-01-31,2019-04-30,2019-04-30,2019-05-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_C,B,No,300,300,37000,24000,41000,0.585365854
