VIN_NO,ContractStartDate,MaturityDate,TerminationDate,SaleDate,TerminationType,PurchasedBy,PurchasingRegion,ModelYear,TrimName,ModelName,SalesChannel,CarAccident,InspectedDamage_NotRepaired,RepairCost,Odometer,PurchasePrice,MSRP,Realized_Value
6428,2014-09-30,2018-09-30,2018-08-31,2018-10-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,Mild,600,500,61000,17000,41000,0.414634146
6429,2014-09-30,2018-04-30,2018-02-28,2018-03-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,400,400,76000,16000,40000,0.4
6435,2014-12-31,2018-12-31,2018-11-30,2018-11-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,No,400,0,48000,16000,43000,0.372093023
6442,2014-10-31,2018-10-31,2018-05-31,2018-07-31,Terminated Prior to Maturity Date,Independent Retailer,1,2001,TRIM_2,MODEL_C,H,No,1600,400,38000,19000,41000,0.463414634
6447,2015-03-31,2019-03-31,2019-04-30,2019-05-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,400,500,88000,16000,36000,0.444444444
6452,2015-05-31,2019-05-31,2019-04-30,2019-06-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,2400,400,52000,15000,40000,0.375
6466,2014-09-30,2018-09-30,2018-04-30,2018-09-30,Terminated Prior to Maturity Date,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,1500,500,73000,15000,40000,0.375
6468,2014-04-30,2018-04-30,2018-04-30,2018-08-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,100,600,85000,15000,36000,0.416666667
6474,2015-08-31,2018-11-30,2018-11-30,2019-01-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,Moderate,1800,800,38000,17000,45000,0.377777778
6480,2015-03-31,2019-03-31,2019-05-31,2019-07-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,Moderate,2300,500,76000,12000,37000,0.324324324
6484,2014-06-30,2018-06-30,2018-05-31,2018-08-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,1800,500,42000,17000,37000,0.459459459
6489,2015-03-31,2019-03-31,2019-03-31,2019-08-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,Moderate,3200,500,80000,11000,38000,0.289473684
6491,2015-04-30,2018-04-30,2018-03-31,2018-04-30,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_2,MODEL_C,H,No,2300,400,44000,19000,40000,0.475
6497,2014-12-31,2018-12-31,2018-12-31,2018-12-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,No,800,100,76000,15000,41000,0.365853659
6503,2015-06-30,2019-06-30,2019-05-31,2019-06-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,1600,500,80000,13000,36000,0.361111111
6507,2015-07-31,2018-10-31,2018-10-31,2018-12-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,900,500,83000,16000,42000,0.380952381
6508,2015-05-31,2019-05-31,2019-05-31,2019-06-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,500,500,91000,14000,43000,0.325581395
6512,2015-07-31,2019-07-31,2019-06-30,2019-08-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,1500,500,44000,15000,44000,0.340909091
6518,2015-06-30,2019-06-30,2019-04-30,2019-06-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,1000,500,75000,13000,37000,0.351351351
6521,2015-06-30,2019-06-30,2019-06-30,2019-09-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,300,400,72000,12000,42000,0.285714286
6522,2015-06-30,2019-06-30,2019-06-30,2019-07-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,1400,600,93000,14000,42000,0.333333333
6532,2014-09-30,2018-09-30,2018-09-30,2018-12-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,1800,400,31000,16000,38000,0.421052632
6533,2014-07-31,2018-07-31,2018-04-30,2018-07-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,1700,600,45000,16000,35000,0.457142857
6553,2014-08-31,2018-08-31,2018-07-31,2018-11-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,300,400,38000,17000,41000,0.414634146
6559,2014-10-31,2018-10-31,2018-10-31,2018-11-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,Major,1000,500,60000,14000,37000,0.378378378
6564,2014-12-31,2018-12-31,2018-11-30,2019-01-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,2100,500,72000,15000,40000,0.375
6569,2015-03-31,2018-03-31,2018-03-31,2018-04-30,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_2,MODEL_C,H,Mild,500,400,27000,20000,43000,0.465116279
6574,2015-04-30,2019-04-30,2019-04-30,2019-05-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,2500,600,78000,14000,35000,0.4
6581,2015-05-31,2019-05-31,2019-05-31,2019-07-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,100,600,69000,14000,36000,0.388888889
6586,2014-11-30,2018-11-30,2018-07-31,2018-12-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_3,MODEL_C,H,No,1100,700,60000,16000,42000,0.380952381
6587,2014-08-31,2018-08-31,2018-08-31,2018-10-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_3,MODEL_C,H,Moderate,3400,400,75000,19000,46000,0.413043478
6588,2014-09-30,2018-09-30,2018-02-28,2018-06-30,Terminated Prior to Maturity Date,Independent Retailer,3,2001,TRIM_3,MODEL_C,H,No,1600,800,87000,17000,43000,0.395348837
6594,2014-09-30,2018-09-30,2018-07-31,2018-09-30,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_3,MODEL_C,H,Major,3300,400,60000,21000,50000,0.42
6606,2015-10-31,2019-01-31,2018-12-31,2019-02-28,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_3,MODEL_C,H,No,1300,600,68000,17000,45000,0.377777778
6608,2015-09-30,2019-09-30,2019-09-30,2019-10-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_3,MODEL_C,H,No,500,500,76000,13000,44000,0.295454545
6613,2015-09-30,2019-09-30,2019-09-30,2019-10-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_3,MODEL_C,H,No,600,500,76000,12000,41000,0.292682927
6621,2015-10-31,2019-10-31,2019-08-31,2019-09-30,Terminated at End of Maturity,Independent Retailer,1,2002,TRIM_1,MODEL_C,H,Major,200,500,55000,20000,44000,0.454545455
6627,2015-12-31,2019-12-31,2019-11-30,2019-12-31,Terminated at End of Maturity,Independent Retailer,1,2002,TRIM_1,MODEL_C,H,No,1800,700,76000,17000,42000,0.404761905
6629,2016-07-31,2019-07-31,2019-07-31,2019-08-31,Terminated at End of Maturity,Independent Retailer,1,2002,TRIM_1,MODEL_C,H,Moderate,1100,400,67000,24000,45000,0.533333333
6633,2016-07-31,2019-07-31,2019-07-31,2019-10-31,Terminated at End of Maturity,Independent Retailer,1,2002,TRIM_1,MODEL_C,H,Moderate,200,700,33000,21000,43000,0.488372093
6635,2015-11-30,2019-11-30,2019-11-30,2020-01-31,Terminated at End of Maturity,Independent Retailer,1,2002,TRIM_1,MODEL_C,H,Moderate,900,400,73000,20000,45000,0.444444444
6647,2016-03-31,2019-03-31,2019-04-30,2019-06-30,Terminated at End of Maturity,Independent Retailer,3,2002,TRIM_1,MODEL_C,H,No,300,400,32000,23000,39000,0.58974359
6649,2016-06-30,2020-06-30,2018-11-30,2018-12-31,Terminated Prior to Maturity Date,Independent Retailer,1,2002,TRIM_1,MODEL_C,H,Major,900,400,64000,21000,45000,0.466666667
6650,2016-07-31,2020-07-31,2019-11-30,2019-12-31,Terminated Prior to Maturity Date,Independent Retailer,1,2002,TRIM_1,MODEL_C,H,Moderate,800,400,23000,24000,47000,0.510638298
6651,2016-08-31,2019-08-31,2019-08-31,2019-09-30,Terminated at End of Maturity,Independent Retailer,1,2002,TRIM_1,MODEL_C,H,Major,100,400,22000,24000,48000,0.5
6653,2016-07-31,2018-07-31,2018-07-31,2018-08-31,Terminated at End of Maturity,Independent Retailer,2,2002,TRIM_1,MODEL_C,H,Major,1900,500,38000,24000,42000,0.571428571
6654,2016-07-31,2019-07-31,2019-06-30,2019-07-31,Terminated at End of Maturity,Independent Retailer,1,2002,TRIM_1,MODEL_C,H,No,100,500,28000,24000,45000,0.533333333
6671,2015-10-31,2019-10-31,2019-10-31,2019-11-30,Terminated at End of Maturity,Independent Retailer,3,2002,TRIM_1,MODEL_C,H,No,900,400,67000,19000,41000,0.463414634
6674,2016-04-30,2019-10-31,2019-10-31,2019-11-30,Terminated at End of Maturity,Independent Retailer,3,2002,TRIM_1,MODEL_C,H,No,1000,400,82000,19000,46000,0.413043478
6677,2016-03-31,2019-03-31,2019-03-31,2019-04-30,Terminated at End of Maturity,Independent Retailer,2,2002,TRIM_1,MODEL_C,H,No,2800,500,45000,22000,42000,0.523809524
6682,2016-02-29,2020-02-29,2019-10-31,2019-10-31,Terminated Prior to Maturity Date,Network Retailer,2,2002,TRIM_1,MODEL_C,C,No,3100,300,55000,20000,42000,0.476190476
6685,2015-12-31,2019-12-31,2019-10-31,2019-11-30,Terminated at End of Maturity,Independent Retailer,3,2002,TRIM_1,MODEL_C,H,Major,700,400,41000,18000,41000,0.43902439
6689,2016-06-30,2020-06-30,2019-10-31,2019-12-31,Terminated Prior to Maturity Date,Independent Retailer,3,2002,TRIM_1,MODEL_C,H,Major,300,400,51000,20000,39000,0.512820513
6692,2016-05-31,2019-05-31,2019-05-31,2019-06-30,Terminated at End of Maturity,Independent Retailer,1,2002,TRIM_1,MODEL_C,H,No,600,400,25000,25000,45000,0.555555556
6699,2015-10-31,2019-10-31,2019-11-30,2019-12-31,Terminated at End of Maturity,Independent Retailer,3,2002,TRIM_1,MODEL_C,H,No,500,600,35000,20000,40000,0.5
6703,2016-06-30,2019-06-30,2019-05-31,2019-06-30,Terminated at End of Maturity,Independent Retailer,3,2002,TRIM_1,MODEL_C,H,No,800,600,48000,26000,46000,0.565217391
6705,2016-08-31,2019-11-30,2019-11-30,2019-12-31,Terminated at End of Maturity,Independent Retailer,3,2002,TRIM_1,MODEL_C,H,Moderate,2700,500,65000,19000,39000,0.487179487
6706,2016-07-31,2020-07-31,2019-10-31,2019-11-30,Terminated Prior to Maturity Date,Independent Retailer,3,2002,TRIM_1,MODEL_C,H,Major,1400,500,91000,18000,41000,0.43902439
6707,2016-08-31,2019-08-31,2019-08-31,2019-09-30,Terminated at End of Maturity,Independent Retailer,3,2002,TRIM_1,MODEL_C,H,No,100,600,82000,18000,40000,0.45
6719,2016-05-31,2020-05-31,2020-01-31,2020-02-29,Terminated Prior to Maturity Date,Independent Retailer,3,2002,TRIM_1,MODEL_C,H,Major,100,500,45000,20000,39000,0.512820513
6728,2016-02-29,2019-02-28,2018-12-31,2019-04-30,Terminated at End of Maturity,Independent Retailer,1,2002,TRIM_1,MODEL_C,H,No,600,800,66000,24000,44000,0.545454545
6733,2016-01-31,2019-04-30,2019-05-31,2019-06-30,Terminated at End of Maturity,Independent Retailer,2,2002,TRIM_1,MODEL_C,H,Major,1400,500,43000,22000,41000,0.536585366
6734,2016-02-29,2020-02-29,2019-10-31,2019-11-30,Terminated Prior to Maturity Date,Independent Retailer,3,2002,TRIM_1,MODEL_C,H,No,1000,500,29000,18000,36000,0.5
6739,2015-12-31,2019-12-31,2019-12-31,2020-01-31,Terminated at End of Maturity,Independent Retailer,1,2002,TRIM_1,MODEL_C,H,Major,700,400,25000,19000,42000,0.452380952
6746,2016-07-31,2020-01-31,2019-11-30,2020-01-31,Terminated at End of Maturity,Independent Retailer,3,2002,TRIM_1,MODEL_C,H,No,600,600,51000,21000,47000,0.446808511
6753,2016-01-31,2020-01-31,2019-08-31,2019-10-31,Terminated Prior to Maturity Date,Independent Retailer,1,2002,TRIM_1,MODEL_C,H,Moderate,600,700,78000,17000,43000,0.395348837
6756,2016-09-30,2019-12-31,2019-06-30,2019-07-31,Terminated Prior to Maturity Date,Independent Retailer,1,2002,TRIM_1,MODEL_C,H,Moderate,2000,400,49000,24000,46000,0.52173913
6764,2015-10-31,2019-10-31,2019-10-31,2019-11-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_1,MODEL_C,D,No,100,300,73000,17000,40000,0.425
6767,2015-12-31,2018-12-31,2018-12-31,2019-01-31,Terminated at End of Maturity,Independent Retailer,1,2002,TRIM_1,MODEL_C,H,Major,900,400,28000,24000,44000,0.545454545
6778,2016-03-31,2019-06-30,2019-06-30,2019-07-31,Terminated at End of Maturity,Independent Retailer,1,2002,TRIM_1,MODEL_C,H,Moderate,300,400,35000,24000,46000,0.52173913
6781,2016-01-31,2020-01-31,2019-11-30,2020-01-31,Terminated at End of Maturity,Independent Retailer,3,2002,TRIM_1,MODEL_C,H,Moderate,1900,400,93000,14000,41000,0.341463415
6786,2016-11-30,2019-11-30,2019-11-30,2020-01-31,Terminated at End of Maturity,Independent Retailer,1,2003,TRIM_2,MODEL_C,H,No,2100,400,26000,24000,44000,0.545454545
6787,2016-08-31,2019-11-30,2019-11-30,2019-12-31,Terminated at End of Maturity,Independent Retailer,2,2003,TRIM_2,MODEL_C,H,No,3000,500,20000,23000,45000,0.511111111
6797,2016-11-30,2019-11-30,2019-11-30,2019-12-31,Terminated at End of Maturity,Independent Retailer,1,2003,TRIM_2,MODEL_C,H,No,2000,500,18000,25000,48000,0.520833333
6798,2016-12-31,2019-12-31,2019-10-31,2019-12-31,Terminated at End of Maturity,Independent Retailer,3,2003,TRIM_2,MODEL_C,H,No,800,400,37000,21000,37000,0.567567568
6804,2016-09-30,2019-12-31,2019-11-30,2019-12-31,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_2,MODEL_C,C,No,400,300,49000,23000,43000,0.534883721
6815,2017-01-31,2020-07-31,2019-09-30,2019-11-30,Terminated Prior to Maturity Date,Independent Retailer,2,2003,TRIM_2,MODEL_C,H,No,1300,500,31000,22000,48000,0.458333333
6818,2017-07-31,2020-07-31,2019-10-31,2019-11-30,Terminated Prior to Maturity Date,Independent Retailer,1,2003,TRIM_2,MODEL_C,H,No,500,500,56000,23000,44000,0.522727273
6820,2017-03-31,2020-03-31,2019-10-31,2019-11-30,Terminated Prior to Maturity Date,Independent Retailer,1,2003,TRIM_2,MODEL_C,H,No,500,400,29000,23000,46000,0.5
6822,2017-08-31,2019-08-31,2019-08-31,2019-11-30,Terminated at End of Maturity,Independent Retailer,1,2003,TRIM_2,MODEL_C,H,Major,200,400,9000,23000,44000,0.522727273
6830,2017-04-30,2020-04-30,2019-09-30,2019-10-31,Terminated Prior to Maturity Date,Independent Retailer,3,2003,TRIM_2,MODEL_C,H,Major,400,400,56000,20000,41000,0.487804878
6831,2017-03-31,2020-06-30,2019-10-31,2019-11-30,Terminated Prior to Maturity Date,Independent Retailer,1,2003,TRIM_2,MODEL_C,H,Moderate,900,500,71000,22000,48000,0.458333333
6834,2017-07-31,2019-07-31,2019-05-31,2019-07-31,Terminated at End of Maturity,Independent Retailer,1,2003,TRIM_2,MODEL_C,H,Moderate,100,500,32000,28000,48000,0.583333333
6837,2016-08-31,2019-11-30,2019-11-30,2020-01-31,Terminated at End of Maturity,Independent Retailer,1,2003,TRIM_2,MODEL_C,H,Moderate,200,700,34000,24000,47000,0.510638298
6842,2017-09-30,2019-09-30,2019-09-30,2019-10-31,Terminated at End of Maturity,Independent Retailer,3,2003,TRIM_2,MODEL_C,H,Moderate,100,500,19000,22000,39000,0.564102564
2127,2014-06-30,2017-06-30,2017-05-31,2017-07-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_1,MODEL_B,H,Major,900,500,56000,22000,61000,0.360655738
2129,2015-01-31,2019-01-31,2018-10-31,2019-03-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_1,MODEL_B,H,No,1100,500,86000,17000,62000,0.274193548
2133,2014-07-31,2018-07-31,2018-05-31,2018-07-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_1,MODEL_B,H,No,500,500,67000,21000,60000,0.35
2135,2014-12-31,2018-03-31,2017-11-30,2018-01-31,Terminated Prior to Maturity Date,Network Retailer,1,2000,TRIM_1,MODEL_B,H,No,200,400,24000,26000,62000,0.419354839
2137,2014-07-31,2018-07-31,2018-07-31,2019-01-31,Terminated at End of Maturity,Independent Retailer,2,2000,TRIM_1,MODEL_B,H,Major,700,500,36000,19000,62000,0.306451613
2139,2014-11-30,2018-11-30,2018-08-31,2018-10-31,Terminated at End of Maturity,Independent Retailer,1,2000,TRIM_1,MODEL_B,H,No,300,400,33000,21000,62000,0.338709677
2142,2014-12-31,2018-12-31,2018-10-31,2019-02-28,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_1,MODEL_B,H,No,2200,500,98000,15000,61000,0.245901639
2144,2014-08-31,2018-08-31,2018-08-31,2018-09-30,Terminated at End of Maturity,Independent Retailer,1,2000,TRIM_1,MODEL_B,H,Major,2100,400,53000,20000,64000,0.3125
2152,2014-05-31,2018-05-31,2018-05-31,2018-06-30,Terminated at End of Maturity,Independent Retailer,1,2000,TRIM_1,MODEL_B,H,No,2000,400,70000,21000,63000,0.333333333
2154,2014-08-31,2018-08-31,2018-07-31,2018-11-30,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_1,MODEL_B,H,Moderate,300,500,70000,21000,63000,0.333333333
2155,2014-06-30,2017-06-30,2017-05-31,2017-07-31,Terminated at End of Maturity,Independent Retailer,1,2000,TRIM_1,MODEL_B,H,No,600,400,22000,28000,60000,0.466666667
2159,2014-12-31,2018-12-31,2018-11-30,2019-01-31,Terminated at End of Maturity,Independent Retailer,2,2000,TRIM_1,MODEL_B,H,Moderate,400,500,74000,19000,62000,0.306451613
2160,2014-08-31,2018-08-31,2018-08-31,2018-10-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_1,MODEL_B,H,No,2000,500,90000,19000,62000,0.306451613
2161,2014-05-31,2018-05-31,2018-05-31,2018-07-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_1,MODEL_B,H,Moderate,3200,500,84000,21000,62000,0.338709677
2162,2014-07-31,2018-11-30,2018-11-30,2019-01-31,Terminated at End of Maturity,Independent Retailer,1,2000,TRIM_1,MODEL_B,H,Major,1100,400,41000,21000,63000,0.333333333
2163,2014-11-30,2018-11-30,2018-09-30,2018-11-30,Terminated at End of Maturity,Independent Retailer,1,2000,TRIM_1,MODEL_B,H,No,900,500,75000,19000,61000,0.31147541
2164,2014-10-31,2018-01-31,2017-05-31,2017-07-31,Terminated Prior to Maturity Date,Independent Retailer,3,2000,TRIM_1,MODEL_B,H,No,300,500,61000,24000,61000,0.393442623
2167,2014-12-31,2018-12-31,2018-12-31,2019-02-28,Terminated at End of Maturity,Independent Retailer,1,2000,TRIM_1,MODEL_B,H,Moderate,800,500,66000,20000,62000,0.322580645
2169,2014-07-31,2018-07-31,2018-05-31,2018-08-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_1,MODEL_B,H,No,100,600,34000,25000,62000,0.403225806
2174,2014-07-31,2018-07-31,2018-07-31,2018-08-31,Terminated at End of Maturity,Independent Retailer,2,2000,TRIM_1,MODEL_B,H,No,1400,500,76000,21000,60000,0.35
2175,2014-08-31,2018-08-31,2018-08-31,2018-09-30,Terminated at End of Maturity,Independent Retailer,1,2000,TRIM_1,MODEL_B,H,Major,400,400,31000,24000,64000,0.375
2179,2014-09-30,2018-09-30,2018-09-30,2018-10-31,Terminated at End of Maturity,Independent Retailer,1,2000,TRIM_1,MODEL_B,H,Major,500,400,54000,19000,61000,0.31147541
2182,2014-11-30,2018-11-30,2018-11-30,2019-03-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_1,MODEL_B,H,No,900,500,43000,18000,61000,0.295081967
2183,2015-01-31,2019-01-31,2019-01-31,2019-02-28,Terminated at End of Maturity,Independent Retailer,2,2000,TRIM_1,MODEL_B,H,No,400,500,76000,18000,61000,0.295081967
2191,2014-11-30,2018-11-30,2018-12-31,2019-01-31,Terminated at End of Maturity,Independent Retailer,1,2000,TRIM_1,MODEL_B,H,No,1900,400,59000,19000,64000,0.296875
2194,2014-12-31,2018-12-31,2018-07-31,2018-10-31,Terminated Prior to Maturity Date,Independent Retailer,3,2000,TRIM_1,MODEL_B,H,Major,500,500,61000,19000,62000,0.306451613
2196,2014-11-30,2018-11-30,2018-11-30,2018-12-31,Terminated at End of Maturity,Independent Retailer,1,2000,TRIM_1,MODEL_B,H,Major,800,400,61000,19000,64000,0.296875
2202,2014-06-30,2018-06-30,2018-05-31,2018-07-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_1,MODEL_B,H,No,1200,400,71000,20000,60000,0.333333333
2204,2014-06-30,2017-09-30,2017-06-30,2017-07-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_1,MODEL_B,H,No,600,500,41000,26000,62000,0.419354839
2210,2014-08-31,2018-08-31,2018-05-31,2019-03-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_1,MODEL_B,H,Major,2000,600,74000,14000,60000,0.233333333
2215,2014-12-31,2018-03-31,2017-09-30,2017-12-31,Terminated Prior to Maturity Date,Independent Retailer,3,2000,TRIM_1,MODEL_B,H,No,1100,500,76000,20000,63000,0.317460317
2217,2014-04-30,2018-04-30,2018-04-30,2018-05-31,Terminated at End of Maturity,Independent Retailer,1,2000,TRIM_1,MODEL_B,H,Moderate,3300,400,54000,23000,62000,0.370967742
2219,2014-09-30,2018-09-30,2018-09-30,2018-11-30,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_1,MODEL_B,H,No,1900,500,78000,18000,60000,0.3
2227,2014-08-31,2018-08-31,2018-07-31,2018-08-31,Terminated at End of Maturity,Independent Retailer,2,2000,TRIM_1,MODEL_B,H,No,600,500,90000,19000,62000,0.306451613
2228,2015-01-31,2019-01-31,2018-12-31,2019-03-31,Terminated at End of Maturity,Independent Retailer,2,2000,TRIM_1,MODEL_B,H,No,1900,500,76000,17000,61000,0.278688525
2229,2014-08-31,2018-08-31,2018-08-31,2018-09-30,Terminated at End of Maturity,Independent Retailer,1,2000,TRIM_1,MODEL_B,H,Moderate,300,400,54000,20000,60000,0.333333333
2231,2014-08-31,2017-08-31,2017-08-31,2017-09-30,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_1,MODEL_B,H,No,3500,400,19000,28000,64000,0.4375
2241,2014-04-30,2018-04-30,2018-04-30,2018-05-31,Terminated at End of Maturity,Independent Retailer,1,2000,TRIM_1,MODEL_B,H,Mild,1700,400,39000,22000,56000,0.392857143
2244,2014-08-31,2018-08-31,2018-07-31,2018-09-30,Terminated at End of Maturity,Independent Retailer,1,2000,TRIM_1,MODEL_B,H,Moderate,600,400,55000,25000,61000,0.409836066
2247,2014-12-31,2018-12-31,2018-12-31,2019-03-31,Terminated at End of Maturity,Independent Retailer,2,2000,TRIM_1,MODEL_B,H,Major,100,500,58000,17000,62000,0.274193548
2249,2014-08-31,2018-08-31,2017-10-31,2017-12-31,Terminated Prior to Maturity Date,Independent Retailer,1,2000,TRIM_1,MODEL_B,H,Moderate,200,400,38000,23000,62000,0.370967742
2251,2014-04-30,2017-04-30,2017-03-31,2017-05-31,Terminated at End of Maturity,Independent Retailer,1,2000,TRIM_1,MODEL_B,H,No,1800,400,18000,29000,60000,0.483333333
2252,2014-08-31,2018-08-31,2018-08-31,2018-11-30,Terminated at End of Maturity,Independent Retailer,2,2000,TRIM_1,MODEL_B,H,No,700,400,104000,17000,60000,0.283333333
2258,2014-01-31,2017-04-30,2017-04-30,2017-05-31,Terminated at End of Maturity,Independent Retailer,1,2000,TRIM_1,MODEL_B,H,Moderate,1300,400,51000,23000,60000,0.383333333
2260,2014-10-31,2018-10-31,2018-07-31,2018-11-30,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_1,MODEL_B,H,No,2200,500,47000,20000,60000,0.333333333
2265,2014-06-30,2018-06-30,2018-05-31,2018-06-30,Terminated at End of Maturity,Independent Retailer,1,2000,TRIM_1,MODEL_B,H,No,500,400,39000,25000,64000,0.390625
2267,2014-10-31,2018-10-31,2018-07-31,2018-10-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_1,MODEL_B,H,No,300,800,43000,23000,65000,0.353846154
2279,2014-06-30,2018-06-30,2018-09-30,2018-10-31,Terminated at End of Maturity,Independent Retailer,1,2000,TRIM_1,MODEL_B,H,No,3000,400,15000,23000,60000,0.383333333
2284,2014-05-31,2018-05-31,2018-05-31,2018-07-31,Terminated at End of Maturity,Independent Retailer,1,2000,TRIM_1,MODEL_B,H,Moderate,200,500,64000,21000,62000,0.338709677
2289,2014-08-31,2018-08-31,2018-03-31,2018-04-30,Terminated Prior to Maturity Date,Independent Retailer,1,2000,TRIM_1,MODEL_B,H,Major,2500,400,98000,17000,62000,0.274193548
2299,2014-03-31,2018-03-31,2018-02-28,2018-04-30,Terminated at End of Maturity,Independent Retailer,1,2000,TRIM_1,MODEL_B,H,Major,800,400,45000,21000,62000,0.338709677
2300,2015-01-31,2018-04-30,2018-04-30,2018-06-30,Terminated at End of Maturity,Independent Retailer,1,2000,TRIM_1,MODEL_B,H,Moderate,300,500,42000,23000,62000,0.370967742
2302,2014-04-30,2017-07-31,2017-08-31,2017-08-31,Terminated at End of Maturity,Independent Retailer,2,2000,TRIM_1,MODEL_B,H,Major,300,500,51000,25000,61000,0.409836066
2310,2014-11-30,2018-11-30,2018-09-30,2018-10-31,Terminated at End of Maturity,Independent Retailer,1,2000,TRIM_1,MODEL_B,H,No,2300,500,81000,19000,63000,0.301587302
2397,2014-06-30,2017-09-30,2017-09-30,2017-10-31,Terminated at End of Maturity,Independent Retailer,3,2000,TRIM_5,MODEL_B,H,No,400,500,67000,24000,63000,0.380952381
2623,2015-05-31,2019-05-31,2019-05-31,2019-06-30,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_1,MODEL_B,H,Moderate,1500,500,67000,19000,61000,0.31147541
2624,2015-05-31,2018-08-31,2018-08-31,2018-09-30,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_1,MODEL_B,H,No,2400,400,58000,22000,61000,0.360655738
2625,2015-05-31,2019-05-31,2019-04-30,2019-06-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_1,MODEL_B,H,No,200,500,59000,21000,61000,0.344262295
2630,2015-03-31,2018-06-30,2018-06-30,2018-12-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_1,MODEL_B,H,No,1800,600,60000,22000,60000,0.366666667
2632,2015-01-31,2018-04-30,2018-01-31,2018-05-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_1,MODEL_B,H,No,2100,600,80000,26000,66000,0.393939394
2633,2015-04-30,2019-04-30,2019-03-31,2019-04-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_1,MODEL_B,H,No,3000,500,82000,21000,65000,0.323076923
