VIN_NO,ContractStartDate,MaturityDate,TerminationDate,SaleDate,TerminationType,PurchasedBy,PurchasingRegion,ModelYear,TrimName,ModelName,SalesChannel,CarAccident,InspectedDamage_NotRepaired,RepairCost,Odometer,PurchasePrice,MSRP
6428,2014-09-30,2018-09-30,2018-08-31,2018-10-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,Mild,600,500,61000,17000,41000
6429,2014-09-30,2018-04-30,2018-02-28,2018-03-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,400,400,76000,16000,40000
6430,2014-11-30,2018-11-30,2018-11-30,2018-12-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,E,Major,NULL,NULL,50000,16000,36000
6431,2014-10-31,2018-10-31,2018-10-31,2018-11-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,F,No,200,NULL,47000,18000,40000
6432,2014-10-31,2018-10-31,2018-10-31,2018-10-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,Moderate,600,NULL,75000,14000,36000
6433,2015-06-30,2019-06-30,2018-07-31,2018-11-30,Terminated Prior to Maturity Date,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,2100,NULL,101000,13000,39000
6434,2014-10-31,2018-10-31,2018-06-30,2018-06-30,Terminated Prior to Maturity Date,Independent Retailer,2,2001,TRIM_2,MODEL_C,E,No,1400,NULL,45000,19000,39000
6435,2014-12-31,2018-12-31,2018-11-30,2018-11-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,No,400,0,48000,16000,43000
6436,2015-07-31,2019-07-31,2019-07-31,2019-08-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,No,5100,NULL,79000,14000,40000
6437,2014-12-31,2018-12-31,2018-04-30,2018-05-31,Terminated Prior to Maturity Date,Independent Retailer,2,2001,TRIM_2,MODEL_C,C,Moderate,1900,NULL,87000,16000,44000
6438,2015-02-28,2019-02-28,2018-11-30,2018-11-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,No,NULL,0,77000,14000,41000
6439,2015-03-31,2019-03-31,2018-11-30,2018-12-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,F,No,NULL,NULL,77000,14000,40000
6440,2015-04-30,2019-04-30,2018-10-31,2019-01-31,Terminated Prior to Maturity Date,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,2900,NULL,59000,17000,43000
6441,2014-11-30,2018-11-30,2018-10-31,2019-01-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,Major,100,NULL,71000,14000,37000
6442,2014-10-31,2018-10-31,2018-05-31,2018-07-31,Terminated Prior to Maturity Date,Independent Retailer,1,2001,TRIM_2,MODEL_C,H,No,1600,400,38000,19000,41000
6443,2014-12-31,2018-12-31,2018-12-31,2018-12-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,E,Moderate,1400,NULL,61000,16000,37000
6444,2015-10-31,2019-10-31,2019-08-31,2019-09-30,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_2,MODEL_C,H,Moderate,4400,500,97000,12000,39000
6445,2015-04-30,2019-04-30,2019-03-31,2019-03-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,No,700,NULL,68000,14000,36000
6446,2015-03-31,2019-03-31,2019-03-31,2019-06-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,1800,NULL,72000,17000,39000
6447,2015-03-31,2019-03-31,2019-04-30,2019-05-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,400,500,88000,16000,36000
6448,2015-08-31,2019-08-31,2019-06-30,2019-06-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,Moderate,200,NULL,86000,14000,39000
6449,2015-05-31,2019-05-31,2019-05-31,2019-08-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,5300,1000,116000,11000,36000
6450,2015-05-31,2019-05-31,2019-06-30,2019-07-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,1500,NULL,73000,13000,36000
6451,2015-06-30,2019-06-30,2019-06-30,2019-06-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,No,600,NULL,45000,16000,36000
6452,2015-05-31,2019-05-31,2019-04-30,2019-06-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,2400,400,52000,15000,40000
6453,2015-08-31,2019-08-31,2019-08-31,2019-08-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,E,Moderate,1700,NULL,60000,16000,40000
6454,2015-06-30,2019-06-30,2019-06-30,2019-08-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,4400,NULL,41000,15000,41000
6455,2015-08-31,2019-08-31,2019-08-31,2019-09-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,500,NULL,89000,13000,39000
6456,2015-08-31,2019-08-31,2019-07-31,2019-09-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,Moderate,200,NULL,67000,13000,40000
6457,2015-06-30,2019-06-30,2018-12-31,2019-01-31,Reposessed,Independent Retailer,4,2001,TRIM_2,MODEL_C,H,No,NULL,400,45000,18000,40000
6458,2015-07-31,2019-07-31,2019-02-28,2019-04-30,Terminated Prior to Maturity Date,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,500,1900,76000,15000,40000
6459,2015-07-31,2018-07-31,2018-05-31,2018-07-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_2,MODEL_C,H,No,100,NULL,32000,19000,40000
6460,2015-08-31,2019-08-31,2019-09-30,2019-10-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,Moderate,1800,NULL,76000,12000,41000
6461,2015-10-31,2019-10-31,2019-11-30,2019-11-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,No,6300,NULL,99000,10000,41000
6462,2015-08-31,2019-08-31,2019-09-30,2019-09-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,No,NULL,NULL,55000,14000,38000
6463,2015-08-31,2019-08-31,2019-08-31,2019-09-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,Moderate,2800,NULL,26000,15000,36000
6464,2014-06-30,2018-06-30,2017-11-30,2018-02-28,Terminated Prior to Maturity Date,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,Mild,1500,NULL,96000,15000,39000
6465,2014-11-30,2018-11-30,2018-08-31,2018-11-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,Moderate,8100,NULL,106000,13000,39000
6466,2014-09-30,2018-09-30,2018-04-30,2018-09-30,Terminated Prior to Maturity Date,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,1500,500,73000,15000,40000
6467,2014-08-31,2018-08-31,2018-09-30,2018-09-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,No,4900,NULL,70000,15000,43000
6468,2014-04-30,2018-04-30,2018-04-30,2018-08-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,100,600,85000,15000,36000
6469,2014-08-31,2018-08-31,2018-08-31,2018-08-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,No,NULL,NULL,63000,15000,37000
6470,2014-09-30,2018-09-30,2018-08-31,2018-11-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,Moderate,3000,NULL,83000,13000,37000
6471,2015-06-30,2019-06-30,2019-02-28,2019-04-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,3300,NULL,105000,14000,37000
6472,2014-05-31,2018-05-31,2018-05-31,2018-08-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,1300,NULL,113000,17000,46000
6473,2014-12-31,2018-12-31,2019-01-31,2019-01-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,F,No,500,NULL,94000,14000,40000
6474,2015-08-31,2018-11-30,2018-11-30,2019-01-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,Moderate,1800,800,38000,17000,45000
6475,2015-03-31,2019-03-31,2018-08-31,2018-11-30,Terminated Prior to Maturity Date,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,NULL,NULL,80000,13000,38000
6476,2014-07-31,2018-07-31,2018-04-30,2018-05-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,Moderate,NULL,500,32000,17000,36000
6477,2015-07-31,2019-07-31,2018-02-28,2018-03-31,Reposessed,Independent Retailer,4,2001,TRIM_2,MODEL_C,H,No,NULL,400,48000,20000,44000
6478,2014-10-31,2018-10-31,2018-10-31,2018-10-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,D,Major,2900,NULL,47000,14000,37000
6479,2015-01-31,2019-01-31,2018-12-31,2019-01-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,E,Mild,1100,NULL,63000,15000,40000
6480,2015-03-31,2019-03-31,2019-05-31,2019-07-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,Moderate,2300,500,76000,12000,37000
6481,2014-11-30,2018-11-30,2019-02-28,2019-03-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,NULL,4500,102000,13000,40000
6482,2015-01-31,2019-01-31,2018-09-30,2018-09-30,Terminated Prior to Maturity Date,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,No,700,NULL,102000,13000,38000
6483,2014-09-30,2018-09-30,2018-08-31,2018-08-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,No,400,NULL,60000,16000,38000
6484,2014-06-30,2018-06-30,2018-05-31,2018-08-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,1800,500,42000,17000,37000
6485,2014-08-31,2017-08-31,2017-09-30,2017-09-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,E,No,600,NULL,54000,22000,44000
6486,2014-09-30,2018-09-30,2018-04-30,2019-01-31,Terminated Prior to Maturity Date,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,1700,NULL,98000,12000,37000
6487,2014-10-31,2018-10-31,2018-05-31,2018-08-31,Terminated Prior to Maturity Date,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,Moderate,7600,NULL,86000,16000,44000
6488,2015-05-31,2019-05-31,2019-05-31,2019-05-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,F,No,1200,NULL,48000,16000,39000
6489,2015-03-31,2019-03-31,2019-03-31,2019-08-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,Moderate,3200,500,80000,11000,38000
6490,2014-10-31,2018-10-31,2018-10-31,2018-10-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,E,No,800,NULL,65000,15000,37000
6491,2015-04-30,2018-04-30,2018-03-31,2018-04-30,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_2,MODEL_C,H,No,2300,400,44000,19000,40000
6492,2015-02-28,2018-02-28,2018-02-28,2018-05-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,4300,400,91000,13000,35000
6493,2014-11-30,2018-11-30,2018-10-31,2018-11-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,F,Moderate,500,NULL,65000,16000,44000
6494,2015-02-28,2019-02-28,2018-09-30,2018-09-30,Terminated Prior to Maturity Date,Independent Retailer,2,2001,TRIM_2,MODEL_C,E,Major,1100,NULL,75000,15000,44000
6495,2014-12-31,2018-12-31,2018-04-30,2018-05-31,Reposessed,Independent Retailer,4,2001,TRIM_2,MODEL_C,H,Moderate,NULL,400,63000,16000,41000
6496,2015-03-31,2019-03-31,2019-04-30,2019-05-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,Mild,8000,NULL,65000,15000,43000
6497,2014-12-31,2018-12-31,2018-12-31,2018-12-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,No,800,100,76000,15000,41000
6498,2015-06-30,2019-06-30,2019-08-31,2019-09-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,2600,NULL,105000,11000,42000
6499,2015-08-31,2019-08-31,2019-08-31,2019-10-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,Moderate,100,NULL,106000,11000,40000
6500,2014-12-31,2018-03-31,2018-04-30,2018-06-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,Major,500,NULL,39000,16000,42000
6501,2015-03-31,2019-03-31,2017-01-31,2017-02-28,Reposessed,Independent Retailer,4,2001,TRIM_2,MODEL_C,H,No,NULL,600,49000,20000,37000
6502,2014-11-30,2018-11-30,2018-11-30,2018-11-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,Moderate,NULL,0,37000,15000,38000
6503,2015-06-30,2019-06-30,2019-05-31,2019-06-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,1600,500,80000,13000,36000
6504,2014-11-30,2018-11-30,2018-08-31,2018-10-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,3900,500,85000,15000,38000
6505,2015-02-28,2019-02-28,2019-02-28,2019-03-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,2300,1500,59000,14000,37000
6506,2015-10-31,2017-10-31,2017-10-31,2017-12-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,1000,NULL,23000,18000,37000
6507,2015-07-31,2018-10-31,2018-10-31,2018-12-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,900,500,83000,16000,42000
6508,2015-05-31,2019-05-31,2019-05-31,2019-06-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,500,500,91000,14000,43000
6509,2015-10-31,2019-10-31,2019-02-28,2019-03-31,Terminated Prior to Maturity Date,Independent Retailer,2,2001,TRIM_2,MODEL_C,F,Mild,300,NULL,78000,15000,42000
6510,2015-03-31,2019-03-31,2019-03-31,2019-04-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,E,No,1400,NULL,81000,14000,42000
6511,2015-05-31,2018-05-31,2018-04-30,2018-07-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,500,NULL,27000,19000,38000
6512,2015-07-31,2019-07-31,2019-06-30,2019-08-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,1500,500,44000,15000,44000
6513,2015-06-30,2017-06-30,2017-05-31,2017-06-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,No,600,NULL,29000,19000,35000
6514,2015-03-31,2019-03-31,2019-03-31,2019-04-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,F,No,300,NULL,34000,17000,39000
6515,2015-08-31,2018-08-31,2018-05-31,2018-05-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,D,No,1700,NULL,33000,20000,37000
6516,2015-08-31,2019-08-31,2019-02-28,2019-02-28,Terminated Prior to Maturity Date,Independent Retailer,2,2001,TRIM_2,MODEL_C,E,Major,500,NULL,28000,17000,41000
6517,2015-08-31,2019-08-31,2019-03-31,2019-03-31,Terminated Prior to Maturity Date,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,No,NULL,NULL,66000,15000,36000
6518,2015-06-30,2019-06-30,2019-04-30,2019-06-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,1000,500,75000,13000,37000
6519,2015-06-30,2019-06-30,2019-06-30,2019-08-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,3700,600,88000,13000,39000
6520,2015-06-30,2019-06-30,2019-06-30,2019-07-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,NULL,400,40000,16000,39000
6521,2015-06-30,2019-06-30,2019-06-30,2019-09-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,300,400,72000,12000,42000
6522,2015-06-30,2019-06-30,2019-06-30,2019-07-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,1400,600,93000,14000,42000
6523,2015-06-30,2019-06-30,2019-06-30,2019-06-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,No,200,NULL,55000,17000,42000
6524,2015-10-31,2019-10-31,2019-10-31,2019-11-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,No,500,NULL,53000,14000,39000
6525,2015-10-31,2018-10-31,2018-10-31,2018-11-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,F,No,100,NULL,41000,16000,37000
6526,2015-08-31,2019-08-31,2019-07-31,2019-07-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,E,Moderate,400,NULL,77000,14000,41000
6527,2015-07-31,2019-07-31,2019-07-31,2019-07-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,E,Moderate,1400,NULL,57000,15000,36000
6528,2014-07-31,2018-07-31,2018-03-31,2018-06-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,800,NULL,68000,18000,39000
6529,2014-08-31,2018-08-31,2018-05-31,2018-08-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,1100,NULL,51000,19000,40000
6530,2014-04-30,2018-04-30,2018-04-30,2018-04-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,Moderate,800,NULL,43000,19000,38000
6531,2014-05-31,2018-05-31,2018-05-31,2018-05-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,No,1900,NULL,66000,18000,44000
6532,2014-09-30,2018-09-30,2018-09-30,2018-12-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,1800,400,31000,16000,38000
6533,2014-07-31,2018-07-31,2018-04-30,2018-07-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,1700,600,45000,16000,35000
6534,2014-06-30,2018-06-30,2018-06-30,2018-07-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,Moderate,1600,900,55000,17000,35000
6535,2014-08-31,2018-08-31,2018-07-31,2018-07-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,No,4000,NULL,48000,19000,45000
6536,2014-06-30,2018-06-30,2018-06-30,2018-07-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,Major,1400,NULL,53000,18000,42000
6537,2014-04-30,2018-04-30,2018-03-31,2018-08-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,700,NULL,56000,16000,37000
6538,2015-04-30,2019-04-30,2016-12-31,2016-12-31,Reposessed,Independent Retailer,4,2001,TRIM_2,MODEL_C,H,No,NULL,400,26000,22000,41000
6539,2014-11-30,2018-11-30,2018-11-30,2018-12-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,No,4500,100,35000,16000,41000
6540,2014-05-31,2018-05-31,2018-04-30,2018-05-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,No,1400,NULL,81000,17000,42000
6541,2015-05-31,2019-05-31,2019-05-31,2019-06-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,2000,NULL,69000,15000,42000
6542,2015-04-30,2019-04-30,2019-02-28,2019-02-28,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,F,Major,1100,NULL,75000,14000,40000
6543,2015-03-31,2019-03-31,2019-04-30,2019-06-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,5500,400,79000,15000,44000
6544,2014-08-31,2018-08-31,2018-08-31,2018-08-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,No,2600,NULL,64000,16000,40000
6545,2014-08-31,2018-08-31,2018-05-31,2018-08-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,600,NULL,53000,17000,36000
6546,2014-09-30,2018-09-30,2018-09-30,2018-12-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,4300,NULL,69000,15000,36000
6547,2014-09-30,2018-09-30,2018-05-31,2018-07-31,Terminated Prior to Maturity Date,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,0,NULL,47000,17000,36000
6548,2015-05-31,2019-05-31,2019-04-30,2019-06-30,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,Moderate,NULL,500,59000,15000,42000
6549,2014-10-31,2018-10-31,2018-10-31,2018-10-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,E,No,300,NULL,77000,15000,38000
6550,2015-09-30,2018-12-31,2018-12-31,2019-01-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,2300,500,116000,13000,42000
6551,2015-09-30,2019-09-30,2019-09-30,2019-10-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,No,4300,NULL,73000,14000,41000
6552,2014-09-30,2018-09-30,2018-08-31,2018-09-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,E,No,3000,NULL,71000,16000,38000
6553,2014-08-31,2018-08-31,2018-07-31,2018-11-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,300,400,38000,17000,41000
6554,2015-01-31,2018-01-31,2018-01-31,2018-04-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,1300,NULL,79000,15000,40000
6555,2015-10-31,2019-10-31,2019-01-31,2019-01-31,Terminated Prior to Maturity Date,Independent Retailer,2,2001,TRIM_2,MODEL_C,F,Moderate,900,NULL,83000,15000,41000
6556,2014-09-30,2018-09-30,2018-06-30,2018-09-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,1300,NULL,59000,15000,37000
6557,2015-10-31,2019-10-31,2019-01-31,2019-01-31,Terminated Prior to Maturity Date,Network Retailer,2,2001,TRIM_2,MODEL_C,E,No,NULL,NULL,49000,15000,40000
6558,2015-01-31,2019-01-31,2019-01-31,2019-03-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,Major,3600,1000,101000,12000,40000
6559,2014-10-31,2018-10-31,2018-10-31,2018-11-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,Major,1000,500,60000,14000,37000
6560,2015-01-31,2019-01-31,2019-01-31,2019-02-28,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,No,900,NULL,50000,15000,38000
6561,2015-01-31,2019-01-31,2019-02-28,2019-03-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,2500,NULL,63000,17000,41000
6562,2014-11-30,2018-11-30,2018-11-30,2018-12-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,F,No,2400,NULL,87000,14000,37000
6563,2014-10-31,2018-10-31,2018-05-31,2018-05-31,Terminated Prior to Maturity Date,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,No,3900,NULL,110000,15000,36000
6564,2014-12-31,2018-12-31,2018-11-30,2019-01-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,2100,500,72000,15000,40000
6565,2014-11-30,2017-11-30,2017-11-30,2018-01-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,1300,NULL,54000,16000,42000
6566,2015-07-31,2019-07-31,2019-03-31,2019-03-31,Terminated Prior to Maturity Date,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,Major,NULL,NULL,55000,16000,42000
6567,2015-06-30,2019-06-30,2019-06-30,2019-06-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,E,No,NULL,NULL,47000,17000,36000
6568,2015-07-31,2019-07-31,2019-06-30,2019-07-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,900,NULL,58000,14000,42000
6569,2015-03-31,2018-03-31,2018-03-31,2018-04-30,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_2,MODEL_C,H,Mild,500,400,27000,20000,43000
6570,2015-09-30,2019-09-30,2019-06-30,2019-07-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,3300,NULL,56000,15000,42000
6571,2015-05-31,2019-05-31,2019-05-31,2019-06-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,F,No,300,NULL,28000,18000,41000
6572,2015-08-31,2019-08-31,2019-08-31,2019-09-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,Moderate,1800,NULL,44000,14000,41000
6573,2015-08-31,2019-08-31,2019-08-31,2019-09-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,F,Moderate,2700,NULL,62000,16000,42000
6574,2015-04-30,2019-04-30,2019-04-30,2019-05-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,2500,600,78000,14000,35000
6575,2015-05-31,2019-05-31,2019-06-30,2019-07-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,900,900,34000,18000,42000
6576,2015-08-31,2018-08-31,2018-09-30,2018-12-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,H,No,1200,NULL,43000,16000,38000
6577,2015-05-31,2019-05-31,2019-06-30,2019-07-31,Terminated at End of Maturity,Independent Retailer,1,2001,TRIM_2,MODEL_C,H,No,4900,400,77000,14000,39000
6578,2015-09-30,2019-09-30,2019-09-30,2019-10-31,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,F,No,100,NULL,76000,12000,36000
6579,2015-08-31,2019-08-31,2019-03-31,2019-03-31,Terminated Prior to Maturity Date,Independent Retailer,2,2001,TRIM_2,MODEL_C,E,No,800,NULL,81000,14000,36000
6580,2015-07-31,2019-07-31,2019-06-30,2019-06-30,Terminated at End of Maturity,Independent Retailer,2,2001,TRIM_2,MODEL_C,G,No,1900,NULL,57000,17000,44000
6581,2015-05-31,2019-05-31,2019-05-31,2019-07-31,Terminated at End of Maturity,Independent Retailer,3,2001,TRIM_2,MODEL_C,H,No,100,600,69000,14000,36000
