VIN_NO,ContractStartDate,MaturityDate,TerminationDate,SaleDate,TerminationType,PurchasedBy,PurchasingRegion,ModelYear,TrimName,ModelName,SalesChannel,CarAccident,InspectedDamage_NotRepaired,RepairCost,Odometer,PurchasePrice,MSRP
9389,2015-02-28,2019-02-28,2019-02-28,2019-02-28,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_A,A,No,NULL,100,50000,16000,40000
9390,2015-02-28,2019-02-28,2019-03-31,2019-03-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_A,A,No,3500,100,72000,15000,43000
9391,2014-07-31,2017-07-31,2017-07-31,2017-08-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_A,A,No,1300,100,53000,19000,40000
9392,2015-02-28,2019-02-28,2019-03-31,2019-03-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_A,A,No,NULL,100,56000,16000,42000
9393,2015-02-28,2019-02-28,2019-02-28,2019-02-28,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_A,A,No,NULL,100,45000,17000,43000
9394,2014-08-31,2018-08-31,2018-08-31,2018-08-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_A,A,No,1100,100,113000,15000,41000
9395,2014-08-31,2018-08-31,2018-04-30,2018-04-30,Terminated Prior to Maturity Date,Network Retailer,2,2000,TRIM_2,MODEL_A,A,No,300,100,67000,17000,40000
9396,2014-09-30,2018-09-30,2018-08-31,2018-08-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_A,A,No,300,100,59000,16000,41000
9397,2014-09-30,2017-09-30,2017-09-30,2017-10-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_A,A,No,400,100,84000,17000,42000
9398,2014-09-30,2018-09-30,2018-08-31,2018-08-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_A,A,Moderate,700,100,48000,17000,40000
9399,2015-01-31,2019-01-31,2019-01-31,2019-01-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_A,A,Mild,100,100,45000,15000,39000
9400,2014-11-30,2018-11-30,2018-08-31,2018-08-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_A,B,Moderate,NULL,300,44000,18000,41000
9401,2014-08-31,2018-08-31,2018-08-31,2018-08-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_A,C,No,NULL,300,82000,15000,40000
9402,2015-02-28,2019-02-28,2018-11-30,2018-12-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_A,D,No,2600,300,35000,16000,41000
9403,2015-01-31,2019-01-31,2019-01-31,2019-01-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_A,A,No,NULL,100,41000,16000,39000
9404,2015-02-28,2019-02-28,2019-01-31,2019-01-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_A,A,No,NULL,100,39000,15000,40000
9405,2015-02-28,2019-02-28,2019-02-28,2019-02-28,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_A,A,No,NULL,100,46000,16000,40000
9406,2014-04-30,2018-04-30,2018-04-30,2018-04-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_A,B,No,NULL,300,48000,19000,43000
9407,2014-12-31,2018-12-31,2019-01-31,2019-01-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_A,A,Moderate,100,100,61000,14000,40000
9408,2014-12-31,2018-12-31,2018-06-30,2018-06-30,Terminated Prior to Maturity Date,Network Retailer,2,2000,TRIM_2,MODEL_A,B,No,300,300,49000,17000,40000
9409,2014-07-31,2018-07-31,2018-06-30,2018-06-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_2,MODEL_A,A,No,NULL,100,73000,17000,40000
9410,2014-05-31,2018-05-31,2018-04-30,2018-05-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,No,100,100,71000,20000,45000
9411,2014-01-31,2018-01-31,2018-02-28,2018-02-28,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,B,Moderate,1400,300,55000,20000,45000
9412,2013-10-31,2017-10-31,2017-09-30,2017-10-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,No,NULL,100,39000,24000,49000
9413,2014-06-30,2018-06-30,2018-06-30,2018-06-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,No,NULL,100,55000,19000,44000
9414,2014-08-31,2018-08-31,2018-08-31,2018-09-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,B,Major,700,300,69000,16000,46000
9415,2014-04-30,2018-04-30,2018-04-30,2018-04-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,C,No,100,300,75000,19000,46000
9416,2014-01-31,2017-04-30,2017-04-30,2017-04-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,No,NULL,100,60000,21000,46000
9417,2014-01-31,2018-01-31,2017-11-30,2017-11-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,No,600,100,75000,21000,54000
9418,2014-04-30,2018-04-30,2018-05-31,2018-06-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,B,No,500,300,74000,19000,48000
752,2013-11-30,2017-11-30,2017-10-31,2017-10-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,No,NULL,100,73000,20000,49000
9420,2014-01-31,2018-01-31,2018-01-31,2018-01-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,B,Moderate,500,300,55000,21000,49000
9421,2014-05-31,2018-05-31,2018-04-30,2018-04-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,B,No,100,300,69000,19000,46000
9422,2013-12-31,2017-12-31,2017-12-31,2017-12-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,B,Moderate,200,300,55000,20000,53000
9423,2014-04-30,2018-04-30,2018-04-30,2018-04-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,B,No,400,300,67000,19000,47000
9424,2014-09-30,2017-09-30,2017-09-30,2017-10-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,No,800,100,65000,21000,44000
9425,2014-08-31,2017-08-31,2017-07-31,2017-08-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,No,NULL,100,55000,21000,44000
9426,2015-02-28,2019-02-28,2019-02-28,2019-02-28,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,No,NULL,100,57000,17000,45000
9427,2014-06-30,2018-06-30,2018-06-30,2018-06-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,No,NULL,100,61000,20000,48000
9428,2014-08-31,2017-08-31,2017-08-31,2017-09-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,C,No,1000,300,31000,24000,49000
9429,2014-08-31,2018-08-31,2018-08-31,2018-08-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,Moderate,0,100,76000,18000,45000
9430,2014-03-31,2018-03-31,2018-03-31,2018-03-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,No,NULL,100,29000,22000,48000
9431,2014-03-31,2018-03-31,2017-12-31,2017-12-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,C,Major,1100,300,64000,19000,49000
9432,2014-11-30,2018-11-30,2018-08-31,2018-08-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,C,No,100,300,47000,18000,43000
9433,2014-12-31,2017-12-31,2017-12-31,2017-12-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,B,No,300,300,76000,17000,46000
9434,2014-02-28,2018-02-28,2017-12-31,2017-12-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,B,No,600,300,78000,16000,46000
9435,2014-03-31,2018-03-31,2018-03-31,2018-03-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,Moderate,800,100,57000,21000,48000
9436,2014-07-31,2018-07-31,2018-06-30,2018-06-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,No,NULL,100,57000,19000,43000
9437,2014-09-30,2018-09-30,2018-10-31,2018-10-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,No,500,100,79000,17000,48000
9438,2014-09-30,2017-09-30,2017-07-31,2017-07-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,B,Moderate,5300,300,98000,19000,48000
9439,2015-01-31,2018-01-31,2017-12-31,2017-12-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,B,No,900,300,55000,19000,44000
9440,2014-06-30,2018-06-30,2018-06-30,2018-06-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,No,2400,100,89000,17000,45000
9441,2014-05-31,2018-05-31,2018-04-30,2018-04-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,B,No,300,300,68000,19000,46000
9442,2014-08-31,2018-08-31,2018-08-31,2018-08-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,No,NULL,100,37000,20000,45000
9443,2014-02-28,2018-02-28,2018-03-31,2018-03-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,B,Major,1400,300,89000,17000,48000
9444,2014-07-31,2017-07-31,2017-07-31,2017-08-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,Moderate,NULL,100,52000,23000,50000
9445,2014-04-30,2018-04-30,2018-03-31,2018-03-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,B,No,1200,300,78000,19000,49000
9446,2014-04-30,2018-04-30,2018-02-28,2018-02-28,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,A,No,NULL,100,79000,20000,49000
9447,2014-02-28,2018-02-28,2017-12-31,2017-12-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,B,No,1800,300,95000,16000,48000
9448,2014-02-28,2018-02-28,2018-02-28,2018-02-28,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_4,MODEL_A,B,No,600,300,112000,19000,51000
9449,2014-03-31,2018-03-31,2018-03-31,2018-03-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_4,MODEL_A,B,No,9000,300,129000,17000,52000
9450,2014-02-28,2018-02-28,2017-12-31,2017-12-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_4,MODEL_A,B,Major,2100,300,57000,25000,54000
9451,2014-03-31,2018-03-31,2018-04-30,2018-04-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_4,MODEL_A,B,Moderate,NULL,300,93000,23000,55000
9452,2014-02-28,2018-02-28,2018-03-31,2018-03-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_4,MODEL_A,B,Moderate,1700,300,84000,23000,55000
9453,2013-05-31,2017-05-31,2017-05-31,2017-05-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_8,MODEL_A,A,No,1200,100,78000,22000,49000
9454,2014-06-30,2018-06-30,2018-01-31,2018-01-31,Terminated Prior to Maturity Date,Network Retailer,2,2000,TRIM_8,MODEL_A,B,No,NULL,300,82000,23000,53000
9455,2014-04-30,2017-07-31,2017-07-31,2017-07-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_8,MODEL_A,A,No,2800,100,60000,26000,57000
9456,2013-10-31,2018-02-28,2018-02-28,2018-02-28,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_8,MODEL_A,B,Major,2000,300,89000,20000,51000
9457,2013-05-31,2017-05-31,2017-05-31,2017-05-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_8,MODEL_A,B,No,3000,300,114000,22000,51000
9458,2014-03-31,2018-03-31,2018-01-31,2018-01-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,B,Major,3200,300,65000,18000,49000
9459,2014-08-31,2018-08-31,2018-08-31,2018-08-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_7,MODEL_A,C,Major,1100,300,31000,19000,48000
9460,2014-03-31,2018-03-31,2017-12-31,2017-12-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_3,MODEL_A,B,No,500,300,80000,19000,49000
9461,2014-02-28,2018-02-28,2018-02-28,2018-03-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_3,MODEL_A,C,No,1700,300,84000,20000,51000
9462,2013-08-31,2017-08-31,2017-06-30,2017-06-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_3,MODEL_A,A,No,1000,100,95000,20000,49000
9463,2014-03-31,2017-06-30,2017-02-28,2017-02-28,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_3,MODEL_A,B,No,2200,300,101000,21000,49000
9464,2014-07-31,2017-07-31,2017-07-31,2017-07-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_3,MODEL_A,A,Moderate,NULL,100,37000,24000,46000
9465,2014-05-31,2018-05-31,2018-05-31,2018-06-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_3,MODEL_A,B,No,800,300,64000,21000,49000
9466,2014-08-31,2018-08-31,2018-08-31,2018-08-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_3,MODEL_A,B,No,800,300,71000,18000,45000
9467,2014-09-30,2017-09-30,2017-07-31,2017-08-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_3,MODEL_A,A,No,NULL,100,41000,25000,49000
9468,2015-02-28,2019-02-28,2019-02-28,2019-02-28,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_3,MODEL_A,A,Moderate,800,100,95000,16000,49000
9469,2014-07-31,2017-07-31,2017-05-31,2017-05-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_3,MODEL_A,B,No,700,300,74000,24000,50000
9470,2013-12-31,2017-12-31,2017-12-31,2017-12-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_3,MODEL_A,B,No,2400,300,89000,18000,50000
9471,2014-07-31,2017-07-31,2017-02-28,2017-02-28,Terminated Prior to Maturity Date,Network Retailer,2,2000,TRIM_3,MODEL_A,A,Moderate,NULL,100,53000,25000,47000
9472,2014-03-31,2018-03-31,2018-02-28,2018-03-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_3,MODEL_A,A,No,4300,100,118000,18000,50000
9473,2014-10-31,2018-10-31,2018-10-31,2018-10-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_3,MODEL_A,A,No,NULL,100,58000,18000,46000
9474,2014-11-30,2017-11-30,2017-12-31,2017-12-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_3,MODEL_A,C,No,1100,300,43000,23000,51000
9475,2014-05-31,2018-05-31,2018-03-31,2018-03-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_3,MODEL_A,B,No,NULL,300,91000,18000,49000
9476,2014-05-31,2018-05-31,2017-12-31,2017-12-31,Terminated Prior to Maturity Date,Network Retailer,2,2000,TRIM_3,MODEL_A,B,No,NULL,300,56000,22000,53000
9477,2013-12-31,2017-12-31,2017-12-31,2017-12-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_3,MODEL_A,B,No,2600,300,36000,23000,49000
9478,2014-06-30,2018-06-30,2017-08-31,2017-09-30,Terminated Prior to Maturity Date,Network Retailer,2,2000,TRIM_3,MODEL_A,B,Moderate,1500,300,75000,25000,50000
9767,2016-04-30,2019-04-30,2019-03-31,2019-03-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,A,Major,1200,100,50000,21000,43000
9768,2016-04-30,2020-04-30,2019-10-31,2019-10-31,Terminated Prior to Maturity Date,Network Retailer,2,2002,TRIM_2,MODEL_A,A,No,300,100,61000,15000,41000
9769,2015-11-30,2019-11-30,2019-11-30,2019-12-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,A,No,2000,100,63000,15000,41000
9770,2015-10-31,2019-10-31,2019-10-31,2019-11-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,F,No,300,300,35000,17000,46000
9771,2015-12-31,2019-12-31,2019-09-30,2019-09-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,A,No,1900,100,31000,19000,41000
9772,2016-04-30,2019-12-31,2019-12-31,2019-12-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,C,No,1200,300,17000,17000,41000
9773,2015-11-30,2019-11-30,2019-11-30,2019-11-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,A,Moderate,NULL,100,34000,16000,43000
9774,2016-09-30,2019-09-30,2019-04-30,2019-05-31,Terminated Prior to Maturity Date,Network Retailer,2,2002,TRIM_2,MODEL_A,A,No,1200,100,48000,22000,44000
9775,2016-08-31,2019-08-31,2019-08-31,2019-08-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,A,No,300,100,27000,20000,41000
9776,2016-05-31,2019-05-31,2019-05-31,2019-05-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,A,No,NULL,100,37000,23000,43000
9777,2016-09-30,2019-09-30,2019-03-31,2019-03-31,Terminated Prior to Maturity Date,Network Retailer,2,2002,TRIM_2,MODEL_A,C,No,1500,300,76000,18000,41000
9778,2016-07-31,2019-07-31,2019-01-31,2019-01-31,Terminated Prior to Maturity Date,Network Retailer,2,2002,TRIM_2,MODEL_A,A,No,100,100,38000,22000,41000
9779,2016-06-30,2019-06-30,2019-05-31,2019-05-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,A,No,900,100,48000,21000,41000
9780,2016-08-31,2019-08-31,2019-04-30,2019-05-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,A,No,1200,100,58000,21000,41000
9781,2016-08-31,2019-08-31,2019-08-31,2019-08-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,A,No,500,100,27000,21000,44000
9782,2016-10-31,2019-10-31,2019-05-31,2019-05-31,Terminated Prior to Maturity Date,Network Retailer,2,2002,TRIM_2,MODEL_A,A,No,2200,100,64000,20000,41000
9783,2016-07-31,2019-07-31,2019-06-30,2019-06-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,A,No,400,100,31000,21000,41000
9784,2016-06-30,2019-06-30,2019-05-31,2019-05-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,A,No,400,100,61000,21000,41000
9785,2016-07-31,2019-07-31,2019-06-30,2019-06-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,A,No,500,100,48000,20000,41000
9786,2016-10-31,2019-10-31,2019-06-30,2019-06-30,Terminated Prior to Maturity Date,Network Retailer,2,2002,TRIM_2,MODEL_A,A,No,900,100,59000,20000,43000
9787,2016-07-31,2019-07-31,2019-05-31,2019-05-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,A,No,1100,100,54000,21000,41000
9788,2016-09-30,2019-09-30,2019-06-30,2019-06-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,A,No,0,100,17000,22000,41000
9789,2016-08-31,2019-08-31,2019-08-31,2019-08-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,A,No,NULL,100,26000,19000,40000
9790,2016-10-31,2019-10-31,2019-05-31,2019-05-31,Terminated Prior to Maturity Date,Network Retailer,2,2002,TRIM_2,MODEL_A,A,No,NULL,100,13000,24000,41000
9791,2016-07-31,2019-07-31,2019-07-31,2019-07-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,A,No,300,100,53000,20000,43000
9792,2016-09-30,2019-09-30,2019-08-31,2019-09-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,A,Moderate,900,100,19000,19000,41000
9793,2016-07-31,2019-07-31,2019-05-31,2019-05-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,A,No,1300,100,46000,22000,41000
9794,2017-01-31,2020-01-31,2019-12-31,2020-01-31,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_2,MODEL_A,B,No,3100,300,49000,17000,43000
9795,2016-12-31,2020-03-31,2020-01-31,2020-02-29,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_12,MODEL_A,B,No,100,300,67000,20000,49000
9796,2017-01-31,2020-07-31,2019-12-31,2020-01-31,Terminated Prior to Maturity Date,Network Retailer,2,2003,TRIM_12,MODEL_A,A,No,100,100,62000,23000,55000
9797,2017-02-28,2020-02-29,2020-02-29,2020-02-29,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_18,MODEL_A,B,No,1800,300,69000,27000,56000
9798,2017-01-31,2020-01-31,2020-01-31,2020-02-29,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_18,MODEL_A,B,Major,2400,300,60000,30000,66000
9799,2017-02-28,2020-02-29,2019-11-30,2019-12-31,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_18,MODEL_A,B,No,6400,300,73000,34000,66000
9800,2016-05-31,2019-05-31,2019-03-31,2019-03-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,A,No,2100,100,22000,23000,43000
9801,2016-09-30,2019-09-30,2019-09-30,2019-09-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,A,No,100,100,59000,16000,41000
9802,2016-07-31,2019-07-31,2019-03-31,2019-03-31,Terminated Prior to Maturity Date,Network Retailer,2,2002,TRIM_2,MODEL_A,A,No,NULL,100,46000,22000,43000
9803,2016-11-30,2019-11-30,2019-12-31,2019-12-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,A,No,2700,100,44000,15000,42000
9804,2016-11-30,2019-11-30,2019-08-31,2019-08-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,A,No,NULL,100,25000,18000,38000
9805,2016-06-30,2019-06-30,2019-06-30,2019-06-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_2,MODEL_A,A,No,600,100,45000,20000,41000
9806,2017-01-31,2020-01-31,2020-01-31,2020-02-29,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_2,MODEL_A,A,Moderate,NULL,100,52000,18000,42000
9807,2013-12-31,2017-03-31,2017-03-31,2017-04-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_3,MODEL_B,C,No,4600,300,77000,32000,72000
9808,2014-02-28,2017-05-31,2017-05-31,2017-05-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_3,MODEL_B,B,Major,1000,300,29000,30000,72000
9809,2017-08-31,2019-08-31,2019-09-30,2019-12-31,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_18,MODEL_A,A,No,NULL,100,26000,30000,60000
9810,2016-12-31,2018-12-31,2018-12-31,2018-12-31,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_18,MODEL_A,A,No,4900,100,39000,41000,66000
9811,2017-12-31,2019-12-31,2020-01-31,2020-02-29,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_19,MODEL_A,H,No,1200,300,36000,56000,99000
9812,2017-02-28,2020-02-29,2019-11-30,2019-11-30,Terminated at End of Maturity,Network Retailer,2,2003,TRIM_4,MODEL_A,A,No,4800,100,71000,28000,62000
9813,2014-04-30,2018-04-30,2018-04-30,2018-04-30,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_3,MODEL_B,C,No,100,300,67000,30000,72000
9814,2014-11-30,2018-11-30,2018-11-30,2018-12-31,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_1,MODEL_B,G,Moderate,400,0,74000,20000,63000
9815,2014-04-30,2018-04-30,2017-12-31,2017-12-31,Terminated Prior to Maturity Date,Network Retailer,2,2000,TRIM_1,MODEL_B,B,No,NULL,300,84000,19000,63000
9816,2015-02-28,2019-02-28,2019-02-28,2019-02-28,Terminated at End of Maturity,Network Retailer,2,2000,TRIM_1,MODEL_B,A,No,NULL,100,72000,19000,62000
9817,2016-01-31,2020-01-31,2020-01-31,2020-01-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,D,Major,2500,300,57000,13000,47000
9818,2016-03-31,2020-03-31,2019-02-28,2019-02-28,Terminated Prior to Maturity Date,Network Retailer,2,2002,TRIM_7,MODEL_A,A,Major,1200,100,77000,21000,50000
9819,2016-03-31,2019-03-31,2019-03-31,2019-03-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,B,No,1600,300,65000,24000,53000
9820,2015-10-31,2019-01-31,2019-03-31,2019-03-31,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,A,No,2200,100,88000,18000,47000
9821,2015-10-31,2019-10-31,2019-10-31,2019-11-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,A,No,800,100,81000,14000,47000
9822,2015-07-31,2019-07-31,2019-04-30,2019-04-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,A,No,600,100,83000,19000,50000
9823,2015-10-31,2019-10-31,2019-10-31,2019-11-30,Terminated at End of Maturity,Network Retailer,2,2001,TRIM_7,MODEL_A,A,No,500,100,53000,16000,49000
9824,2016-08-31,2019-08-31,2019-07-31,2019-07-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,A,No,1400,100,26000,26000,51000
9825,2016-05-31,2019-05-31,2019-05-31,2019-05-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,A,Moderate,1500,100,66000,22000,45000
9826,2015-09-30,2019-03-31,2019-04-30,2019-04-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,A,No,NULL,100,36000,24000,48000
9827,2016-08-31,2019-08-31,2019-06-30,2019-06-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,A,No,1400,100,37000,24000,47000
9828,2016-03-31,2019-03-31,2019-03-31,2019-03-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,B,No,700,300,62000,22000,44000
9829,2016-07-31,2019-07-31,2019-05-31,2019-05-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,A,No,NULL,100,34000,26000,48000
9830,2015-12-31,2019-12-31,2019-09-30,2019-10-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,A,Moderate,200,100,39000,21000,53000
9831,2016-10-31,2019-10-31,2019-09-30,2019-09-30,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,B,No,NULL,300,26000,23000,50000
9832,2015-12-31,2019-12-31,2019-10-31,2019-10-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,A,No,2200,100,27000,20000,48000
9833,2016-05-31,2019-05-31,2019-05-31,2019-05-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,A,No,NULL,100,46000,27000,51000
9834,2016-03-31,2019-03-31,2019-03-31,2019-03-31,Terminated at End of Maturity,Network Retailer,2,2002,TRIM_7,MODEL_A,A,No,300,100,53000,24000,50000
